tnum,tweet,existence
4799,Krugman makes the case for cap and trade. -- Climate Change - Building a Green Economy - NYTimes.com http://nyti.ms/axtEYy,Y
4847,WINTER WEATHER: Scientists say storm doesn't refute global warming|Global warming may be the last thing on the .. http://oohja.com/x6GAn,Y
5859,"Climate Conversation Group ' The Great Global Warming Blunder: 'Believe it or not, [a] potential natural explanati... http://bit.ly/9FYq3n",N
1421,Allergies Worse Than Ever? Blame Global Warming (Time.com) http://nxy.in/dxleu,Y
1450,EXCLUSIVE - Climate change could raise cost of U.S. allergies http://bit.ly/bQan2X,Y
4058,Great pic of weather caused by Global Warming alarmists! RT @dnoxon: RT @RoseD1st1: http://twitpic.com/11s6eq - Hell yes!,N
1378,Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 28,Y
5142,Officials back climate change science at Delhi talks - BBC News: New Zealand HeraldOfficials back climate change s... http://bit.ly/dAlwZF,Y
3774,Homes that are subject to #climate change (pictures): http://ow.ly/14iFF,Y
3376,Due to snow of course RT @Drudge_Report    Senate global warming hearing cancelled... http://drudge.tw/dyAWzC,N
4986,Global warming phenomenon -Climate plays a far more important role in economic development:Vohra http://bit.ly/a3ZFHs,Y
3325,Food Research International: The food cold-chain and climate change http://bit.ly/8YEMsH (abstract),Y
4448,"Earth's polar ice sheets vulnerable to even moderate global warming; New Orleans, much of southern F... http://cli.gs/yEg8T",Y
5939,Inconvenient Youth Is the New One-stop Shop for Teens Fighting Climate Change http://ow.ly/178eWD,Y
2597,Japan's cherry blossoms are under threat from climate change: http://bit.ly/cnU2Dm,Y
42,@OTOOLEFAN REAL science. Not Algore's climate change 'science' hacks with their man-made global warming hoax. Gore=Palin,N
3980,"Attention knuckle-draggers:  The unusual snowfall in D.C. is BECAUSE of climate change, not in spite of it.  #morons",Y
4564,"RT @CatholicClimate: ""The poor will experience most directly the harmful effects of climate change."" -Catholic Bishops http://lnk.ms/4L7st",Y
49,Immigration Reform and Climate Change: A Tale of Two Issues in the Senate [link],Y
3144,"FOX  ""You can't make this stuff up"": Senate Hearing on Global Warming Cancelled due 2 weather. It ain't warm weather either lemme tell U.",N
6041,Is climate change turning coastal countries into water worlds?: http://video.pbs.org/video/1305543836/,Y
260,"""Either Capitalism dies or Mother Earth does"" Evo Morales Claims in the People's World Conference on Climate Change [link]",Y
1657,Why isn't @algore upset with the volcano for causing global warming? #climategate,N
2669,"China active, serious in tackling climate change, says vice president http://dlvr.it/T8cq",Y
276,"Global Warming, Melting Ice Caps Could Help Trigger More Volcanic Eruptions [link]",Y
2125,"Yeah, about that Global Warming footprint, Al... You hypocritical jackass.",N
589,A preliminary analysis suggests that natural gas could contribute far more to global warming than previously thought. [link],Y
4254,"See, it is just a rumor. RT @zoeart: @Im4tun8 yuck.  What global warming.",N
1618,Global warming threatens Armenia by 2C higher temperature http://bit.ly/d1Yc1c,Y
3955,".@BrazilTour 'political barriers, and lack of good data. Weather modification is not climate change: would like to see, back of envelope,",N
2035,Recycling Water; Meat and Global Warming; Peanuts; Rare Grapes ... http://bit.ly/9PN5oF,Y
4191,To me this winter is proof that God has a sense of humor at the expense of the climate change worshipers. http://myloc.me/3Fmvx,N
3605,CFP for conference on #indigenous approaches to #environment & #climate change http://bit.ly/dja0A4,Y
4805,Agreed! RT @Blano RT @robpas OK -- Still pushing Health Care -- Amazing $$  Not as amazing as new global warming office BS.,N
3754,Videos:  How we know humans are changing the climate and climate change is a clear and present danger http://bit.ly/biQnl0,Y
3518,"#Commerce @SecLocke on #WhiteHouse #Climate Service proposal: ""Whether we like it or not, climate change represents a real threat.""",Y
272,"Just because I believe in global warming, peeps thinks I should believe in god instead. Why??",Y
4278,"Global warming of course is a worry, it is a worry for the entire world,"" Rogge said. http://bit.ly/ceUovL",Y
1403,SEC warns publically held companies to advise investors of risks of #climate change. http://ow.ly/1DUIy #CSR,Y
593,Iceland volcano unlikely to slow global warming: scientists [link],Y
5343,Fuck Lindsay Graham & John Kerry on the Climate Change Law! Have they not been Reading the Astute Reaffirmations that it is BUNK SCIENCE?!,N
4108,"If the climate changes long enough, the culture will change; i.e. Harvard University....via Glen Schultz",Y
3264,RT @time D.C. Snowstorm: How Global Warming Makes Blizzards Worse - TIME http://bit.ly/afRApN,Y
1780,Sarah Palin On Climate Change http://bit.ly/7ZvxVH #earthday,Y
167,Ski resorts fight global warming|SALT LAKE CITY (AP) ? Ski resorts across the U.S. are using this Thanksgiving .. [link],Y
3809,@LamontKingtv LOL I'm just making a funny. But YES global warming is REAL.,Y
501,"Conservation International:: Give a gift that helps prevent climate change, provides habitat for endangered specie... [link]",Y
440,Report Claims Climate Change Is To Blame For Increase Of Allergies [link],Y
1296,Volcanic ash cloud: Global warming may trigger more volcanoes|Climate change could spark more ''hazardous'' .. http://oohja.com/xb8s2,Y
2619,"After Uganda Nile River expedition, NWNL held there due to Europe's ash.  Read about climate change links to volcanoes! http://bit.ly/cR3rob",Y
4782,@NiteOwl223 give Egore's climate groupies time2 come up with some hair brained excuse linking man made global warming with all the snow,N
5938,RT @GOODfeed: Inconvenient Youth Is the New One-stop Shop for Teens Fighting Climate Change http://ow.ly/178eWD,Y
3600,On my way to Italy  - if I can figure out how to get to Dulles. Battling the climate in the fight to end climate change!,Y
2683,Climate Change Freak http://trim.li/nk/1H8R via @WiretapMagazine,Y
297,Just briefed on global cooling & volcanoes via @abc But I wonder ... if it gets to the stratosphere can it slow/improve global warming??,Y
5487,Feel free to doubt climate change: just don't deny it | Humanitarian News http://retwt.me/1MSlS (via @NewsOnGreen),Y
166,Good going douche. I'm sure there is no climate change in your backass world - Graham move imperils Obama agenda - [link],Y
3587,Climate change is transforming the Arctic environment faster than expected & accelerating the disappearance of sea ice: http://bit.ly/afeLtO,Y
604,effects of global warming À_ YouTube À_ Impact of Climate Change on ...: There are many predicted effects for the en... [link],Y
5166,Climate change is leading to a decrease in Canada's wolverine population. Which joke to make? http://p-bu.mp/83d,Y
4777,"Hey @algore we're gonna be shoveling a lot of your ""global warming"" tommorow",N
5193,Florida Agencies Issue Global Warming Red Alerts http://bit.ly/cwrgor,Y
2823,Axelrod: Climate change needs GOP - The Hill's E2-Wire http://retwt.me/1LWKh (via @E2Wire),Y
274,Seasonal Allergies Getting Worse From Climate Change [link],Y
5507,"State of the Birds* Report Shows Climate Change Impacts to Wetland, G... | Hu.. http://retwt.me/1MRPg (via @NewsOnGreen)",Y
3726,I hate winter.  I'm a big fan of global warming. #thatsright,Y
434,RT @Drudge_Report: STATE DEPT. DECLARES:   'Global warming unequivocal and primarily human-induced'... [link],Y
3817,"US Government Finds that Pika is ""Not at Risk"" from Climate Change: The U.S. Government will p... http://bit.ly/bMfu80 #climate #WWFUS #WWF",Y
1542,UW biologist links early blooms to global warming: A researcher says plants in central Wisconsin are flowering ear... http://bit.ly/cs1aju,Y
1664,COW FARTS EXONERATED FROM GLOBAL WARMING http://bit.ly/ddsHDe Al Gore sighs HUGE relief....from his rectum #cbiz #tcot #sgp #teaparty #ucot,N
3820,"""Too much change is not a good thing. Just ask the climate."" - Michael Scott",Y
438,CODA Automotive Lauded for Innovation and Technology Efforts to Combat Climate Change and Air Pollution [link],Y
2178,"66% of Hispanics: ""tackling climate change should be a 'high' or 'very high' priority"": http://bit.ly/aFLskA",Y
2713,"The average american does more to reduce global warming emissions by not eating meat, eggs, and dairy than by switching to a hybrid car",Y
5934,"@nryan Nope, it was global warming.",Y
2260,PHOTOS: Ten Environmental Losses of 2009: Global Warming Not Going Gently http://bit.ly/c2y2R6,Y
5667,RT @newsbusters New Special Report! Networks Hide the Decline in Credibility of Climate Change Science http://ow.ly/1BIKZ (Please RT!),N
486,RT @fishmark: Wine grapes have become our best early-warning system for the effects of global warming. [link],Y
5274,These guys just make me sick @CO2HOG  Reid set to move on climate change bill -- before immigration... http://bit.ly/aoBxJI #tcot,N
1164,"GLOBAL WARMING: Ocean chemistry is changing faster than it has in 800,000 years|And that's because of the carbon .. http://oohja.com/xbBeK",Y
2428,"Vattenfall's CEO on clean energy, and not being a 'lone wolf' on climate change http://bit.ly/bPKwzC",Y
4160,"Ppl can't think 4 themselves they'll cont 2 believe global warming, even believe snow storms prove it. Idiots are so malleable. #climategate",N
1659,@psiryu Hmmm so global warming is a fraud!,N
1455,EXCLUSIVE - Climate change could raise cost of U.S. allergies http://bit.ly/bQan2X,Y
2282,Never has a public-policy agenda been pursued with so little regard for scientific fact or for public opinion. The Global-Warming Tax. #tcot,N
423,For #EarthDay Global warming could affect patient symptoms [link],Y
3865,Preparing for the Global Warming event this weekend. (@ Costco) http://4sq.com/4qG5cH,Y
121,Wed @sciam podcast: Mountain Vs. Valley Temps Stretch Apart With Climate Change [link],Y
6008,"Finally read Krugman's ""Climate Change - Building a Green Economy"" - NYTimes.com http://nyti.ms/cYbFoI - definitely worthwhile.",Y
4399,"Global Warming Dent's El Ni'o's Protective Shield From Atlantic Hurricanes, Increase Droughts http://cli.gs/LEnPp",Y
228,For Earth Day: Resources on coping with climate change: [link],Y
1510,"Topography of Mountains Could Complicate Rates of Global Warming: ScienceDaily (Apr. 25, 2010) À_ A new study concl... http://bit.ly/aUXnxh",Y
515,Ocean currents still strong despite global warming|Researchers at NASA have discovered that the ocean currents .. [link],Y
325,The need to switch to renewable energy|Climate scientists have long warned us that global warming is accelerating .. [link],Y
2389,Why not clean up air in the most polluted communities while also addressing #climate change? http://huff.to/bHWmMz,Y
2781,"no one is dying because of health care or al gore's climate change. there is no rush, all these con artists are doing is stealing money.",N
576,Why cleaner air could speed global warming | Air Pollution News [link],Y
418,Health effects are a big deal. RT @EPSclimate: Impacts of Climate Change Extend to Human Health [link],Y
4087,"Duh: Global warming full of uncertainties, admit climate scientists http://bit.ly/akuOZf #warmers",N
671,computer forensics experts: are there still any idiots out there that belive global warming is true? [link],N
3568,"@algore How is your global warming going there in your DC office? Hope you're nice and toasty...oh wait, #climategate is a scam. thnx #fail",N
3838,RT @OperationFree Op Free and QDR in sync: climate change threatens national security.  http://bit.ly/aGVNOh,Y
3619,@lowkell lies? Who could seriouly believe in global warming after this?,N
2789,"RT @MarkKrajnak: Annnnd....we have snow.. (Annnnd more snow, and more snow and even more snow - must be global warming)",N
5826,Semi-Believable Evidence that Climate Change Causes Earthquakes and Volcanoes http://ow.ly/17bQIt,Y
1149,Just heard an interesting report on report on understanding climate change/climate variability influence on human evolution and dispersal,Y
205,HEALTH: U.S. and other industrial nations already feel impacts of climate change -- report [link],Y
1117,CLIMATE CHANGE: Forests Not for Absorbing Carbon http://bit.ly/bRHMYi,Y
4258,"Scientists: Global warming real despite harsh winter: By JEFF MONTGOMERY _´ The News Journal _´ February 9, 2010 Glo... http://bit.ly/bkQWyD",Y
484,EPA issues report on U.S. climate change indicators - warming is having measurable effect across ecosystems [link],Y
2091,Where's the Real Roadblock to Climate Change and Clean Energy Legislation in the US? http://bit.ly/dBqhIg,Y
1263,Buying carbon offsets may ease eco-guilt but not global warming: http://j.mp/necir http://www.csmonitor.com/carbonoffsets http://j.mp/aonX07,Y
3117,Post Carbon: Does all this snow mean that global warming is over? http://bit.ly/9EhObE #snowverkill #snowpocalypse,Y
2399,"RT @BayCityTimes: Think your allergies are bad now? Wait until climate change kicks in, Michigan group says http://bit.ly/dCgvce",Y
1368,Climate Change Continues To Melt Glacier National Park's Icons | National P.. http://retwt.me/1MNUL (via @nat_parks_news),Y
3062,"Want to play golf tomorrow, but think ""Global Warming"" won't let me. Remains very cold for Houston. #tcot, #right, #rightblogs, #teaparty",N
2338,The Key to Fixing Global Warming? China|Energy secretary Steven Chu wants to change the way people think about .. http://oohja.com/xbmcR,Y
1114,"Climate change melts two glaciers|BILLINGS, Mont. ? Glacier National Park has lost two more of its namesake .. http://oohja.com/xaAdm",Y
495,New facts support global warming case: Recent letter-writer Charles Kesner is either out-of-touch with reliable ne... [link],Y
3744,"@JulieJoyce I studied earth science as an undergrad & grad student, this is proven science fact, not open to debate like global ""warming""",N
137,"#EPA report documents ""very real"" impacts from #climate change in 22 of 24 indicators studied: [link]",Y
1402,"Government Report Says Global Warming May Cause Cancer, Mental Illness.  CNSNews.com -  http://bit.ly/cDeYFt",Y
427,See how CCX Member Motorola is working to be part of the solution in addressing the climate change challenge: [link],Y
4080,"@conoverbeth I think the report is valuable in terms of visible, observable climate change impacts in the US right now (but no invlvmnt)",Y
680,#ALMS Let me politely suggest that I DO NOT WATCH MOTORSPORTS TO BE LECTURED ON IMAGINARY GLOBAL WARMING! #nascar,N
430,RT @MotherJones: Yet another gift from global warming: increased allergy attacks [link],Y
1303,"Larry Brilliant at #TEDxVolcano: ""We have to fight for science; the single most important thing we face is climate change"" #socmedia @enviro",Y
2727,Utah House Passes Resolution Implying Climate Change Conspiracy | SolveClimate.com http://retwt.me/1LYGJ (via @Jercope),N
1358,All 30 Major League Baseball Teams Throw Curve to Climate Change Deniers http://bit.ly/cywGTN,Y
4756,"RT @wsmco: if you're one of the 10s of thousands without power from the blizzard and you voted for this global warming dipshit, i'm glad you're f-d.",N
6039,"Global warming' really just about control: In December 2009, 141 scientists sent a letter to the United Nations S... http://bit.ly/aaJ4Q6",N
4721,"Roses are red, violets are blue, global warming causes BVOCs, so take some time and save the trees http://ow.ly/15RKl",Y
3933,RT @boliviaun: Guardian: Bolivia climate change talks to give poor a voice - Groups on frontline of global warming head to #cochabamba http://is.gd/bywgY,Y
4980,"Bahuguna says country will face problems due to global warming|Pune, Feb 7 : Eminent social worker Sundarlal .. http://oohja.com/x6zS5",Y
1501,"Conservation International:: Give a gift that helps prevent climate change, provides habitat for endangered specie... http://bit.ly/dcuSyT",Y
1466,"Effort to remake America's energy future and fight global warming could be harmed, or spurred, by Gulf #oilspill: http://bit.ly/dl4zuD",Y
3331,RT @newsbusters: Brilliant: 'Vagina Monologues' Creator Tells Palin to Look at 'Earthquakes and Tsunamis' for Global Warming Proof http://ow.ly/16xANa,Y
253,Global warming evidence all around us|A message to global warming deniers and doubters: Just look around our .. [link],Y
4461,RT @Flipbooks The British public has become increasingly sceptical about #climate change (BBC) http://bit.ly/cWReJl #News,N
5299,What Climate Change Means for the Wine Industry | Wired Science | Wired.com http://retwt.me/1MZ7U (via @scienceRSS),Y
1423,For #EarthDay Global warming could affect patient symptoms http://bit.ly/7FppTC classic post,Y
5957,My good economist view of Global warming is confusing my class b/c no one thinks profit when talking about Global warming,Y
1432,"Are you ready for climate change, if so let your lawmakers know, how tell them sign petitions, drop a hint :)",Y
2238,"DK Matai: Are Global Warming, Volcanoes and Earthquakes Linked?: A thaw of ice caps in coming decades caused by g... http://huff.to/9EufPr",Y
5978,"@DarylT well, you can see how it would contribute to global warming.",Y
2687,Post: I would like to set up some scientific test that will prove man is causing global warming? http://cli.gs/Bzm9Y,Y
1299,RT @Newsweek: Climate Change: Places To See Before They DisappearÀ_The Americas (Photos) http://bit.ly/b8aJbG,Y
1224,Carbon offsets: How a Vatican forest failed to reduce global warming http://bit.ly/aKb76i,Y
4007,:) http://bit.ly/auUPBL There is No Man Made Climate Crisis (Global Warming is a Hoax) global warming,N
562,Photo: We dare someone tell us that climate change isn't real. [link],Y
1111,"CLIMATE CHANGE: Forests Not for Absorbing Carbon, Say Activists http://bit.ly/cEX69x",Y
5227,"RT @NSF: ""Missing"" Heat May Affect Future Climate Change: Current observational tools cannot account for roughly half.. http://bit.ly/bGlz82",Y
2942,http://bit.ly/cW9vRo How can we stop global warming in small ways? ;O stop global warming,Y
2585,@sendboyle I don't believe enough will be done to stop ireversable climate change. Big business is more important. Earth will die slowly.,Y
5797,"@BECKSTERinc ,We r going state to state to make sure no teachers shove the global warming hoax down any young impressionable kids throats!!",N
3242,"RT @EmpressCGC: Finally, Rebuttal to 'Snow Means No Global Warming' Nonsense Aired in Mainstream Media (Video) http://bit.ly/9LyKDH (via @TreeHugger)",Y
5229,"How to Shape a Global Approach to Climate Change: More Davos, Less Denmark http://bit.ly/aZdAoI",Y
4731,D.C. Snowstorm: How Global Warming Makes Blizzards Worse (TIME) http://bit.ly/93juyJ #news,Y
3503,"Oceans reveal further impacts of climate change, says UAB expert http://bit.ly/OceanImpacts (via @EcoInteractive)",Y
83,Recycling Water; Meat and Global Warming; Peanuts; Rare Grapes ... [link],Y
3976,Climate change in U.S.: Trees in Colorado dying. Not enough water in Calif. Hurricane Katrina as act of man.    #catholicsmg10,Y
1536,"Daniel C. Esty: Climate Change Plan B: Bringing down greenhouse gas emissions with a ""cap and trade"" system of tr... http://huff.to/d2RUP1",Y
5956,Addressing Climate Change: Winning the War on Sustainability http://ow.ly/1ANGq,Y
1212,Treating Climate Change as a Curable Disease: Bioethicists and international law experts met in Asilomar later las... http://bit.ly/bIA0k6,Y
4982,"The global warming movement as we have known it is dead,' : http://theridgewoodblog.blogspot.com/",N
3421,"Geoengineering is a diplomatic nightmare for the same basic reasons that climate change is a diplomatic nightmare, but worse. Why? (cont'd)",Y
4615,"http://www.marchreport.com/20100210.html#2010-02-10-A006 15 Months Ago, RFK Jr., Said Global Warming Would Mean No More Snow In D.C.",N
3974,! crop production Global Warming: Melting Away! | The Doc Is In,Y
1647,hide the decline is the global warming nut jobs current policy its all a epic scam they are lying to the world #climategate #tcot #p2,N
3073,"Diigo link: How climate-change fanatics corrupted science (Michael Barone, RCP) http://bit.ly/deXp1u",N
5559,Farmers at the frontline of climate change http://xrl.us/bhg8dv,Y
334,Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level [link],Y
3920,RT @OTOOLEFAN I'm embarrassed to live in a country where elected officials cite a snowstorm as proof that global warming is a hoax.,Y
4746,How do we solve this global warming thing? http://bit.ly/br4xLV,Y
4566,MMR doctor Andrew Wakefield fixed data on autism - Times Online: http://bit.ly/fFPGY Sounds just like the Global Warming HOAX,N
5849,I wish there was less global warming in Iceland and more in my pants.,Y
6079,"Bats, Birds and Lizards Can Fight Climate Change - Birds, bats and lizards may play an important role in Earth's cl... http://ow.ly/172hQl",Y
3684,Harsh Winter Caused by Climate Change: http://www.mnn.com/earth-matters/climate-change/stories/harsh-winter-caused-by-climate-change,Y
3707,Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,N
3533,"@dcseth my ""side"" is science, & it's well-founded. Politics involved, but only b/c we have to deal w/ your climate change denying nonsense.",Y
2678,Why does former VP Al Gore continue to perpetuate the fantasy of 'Man-Caused Global Warming'? ' No Political Lemmings  http://shar.es/mcivT,N
1481,"RT @TheClimateDesk: Lyme disease already costs &gt; $2.5 billion a year, and climate change could make it even pricier. http://bit.ly/bazHHY",Y
1640,Gulf Coast spill better give Climate Change Legislation some momentum. It's a bigger tragedy than we're even aware of yet. #P2,Y
321,Cochabamba Summit Offers New Approach to Combating Climate Change [link],Y
1233,Barrett: better to have lots of small protocols on climate change than pushing for one comprehensive one,Y
1767,Alexia Parks: Global Warming of the Heart|Earth Day is over. Or is it? Thousands of conscious actions took place .. http://oohja.com/xbvfc,Y
2679,"Post: How to Stop Global Warming climate change, global warming http://cli.gs/U5Mre",Y
611,"SubTropolis, U.S.A. -  A creative solution to global warming 100 feet below ground. [link]",Y
258,"Climate Change: Could NYC Get Katrina-Like Flood in a Warmer, Wetter Future? - Sea Level Rise of 2 Feet in 70yrs [link]",Y
5403,"RT @traciskene: On Earth Day, if Al Gore sees his shadow, we have six more weeks of climate change.",N
4626,"RT @sciam: Romanticism undone: Invasive species, global warming taking toll on plants at Thoreau's Walden Pond http://bit.ly/c9zR1Y",Y
3324,NOAA Releases Wealth of Climate Change Data to Public (via my6sense) http://tinyurl.com/yjuj5a5,Y
1575,Volcanic ash is a good thing. Blocks the sun's heat. Lessens air travel. Bye bye global warming. #fb,Y
313,À_No Rain in the Amazon: How South AmericaÀ_s Climate Change Affects Entire PlanetÀ_ -Interview of Nikolas Kozloff (vid) [link],Y
1456,Fight Climate Change From All Fronts: http://is.gd/biT49 #climatechange #SaveTerra 3,Y
2968,"RT @Qorianka So excited. In Cochabamba 4 the World ppl's Conference on Climate Change & the Rights of Mother Earth, !!! http://bit.ly/dC1Z7S",Y
1330,Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level http://bit.ly/97DPXg,Y
165,"GLOBAL WARMING: Ocean chemistry is changing faster than it has in 800,000 years|And that's because of the carbon .. [link]",Y
5288,"USA: Weekly Climate Change Policy Update - April 26, 2010  http://tinyurl.com/393qyyl",Y
333,Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level [link],Y
3462,RT @ClimateScam: #climategate : Weather apparently only relevant when global warming is supported. http://bit.ly/dfxl79,N
2805,. Global Warming: Melting Away! | The Doc Is In effects of global warming http://bit.ly/9e5vFk,Y
2962,Lawmaker: Climate change just ruse to control population http://retwt.me/1LUsX (via @sminfowars),N
4630,Snowstorm: East Coast Blizzard Tied to Climate Change http://bit.ly/aMGM77,Y
4033,"""Cambio clim_àtico y poblaci_Ñn."" http://1x.org/?l=w684 #tcot #icot Global Warming skepticism finally made it to Latin America. #climatechange",N
3218,The effects of Al Gore's 'global warming' http://twitpic.com/12fel9 #tcot #climategate @algore #snowpocalypse #dc #va,N
3208,Global warming resp. for massive blizzards (Time) http://bit.ly/cgQGIv,Y
2368,Greenpeace - Making Waves: Greenpeace at the World People's Conference on Climate Change and the Rights of Mother Earth http://bit.ly/ckx6RH,Y
574,@GregMitch has there been any reporting on if the increase in sediment in upper atmospher could reduce global warming effect by reducing sun,Y
656,RT @Climate scam another warmist has to be rescued from Arctic cold Global warming activist 'transported ... [link],N
419,Climate change causing change in ocean chemistry at unprecedented rate. [link],Y
3419,@ClaireForman Climate change is still real. I can't believe people still debate this. Scientists don't.,Y
4256,causes of global warming http://bit.ly/cl0a5P What do you think causes global warming?,Y
3502,RT @redostoneage Two physicists scientific paper debunking global warming & how it violates basic laws of physics http://bit.ly/amRmtg,N
304,"Larry Brilliant at TEDxVolcano: ""We have to fight for science; the single most important thing we face is climate change"" #socent #green",Y
201,RT @Oxfam: #Climate change makes farmers & pastoralists in #Ethiopia increasingly vulnerable [link],Y
2194,"Brooke's 'Green' Worries: POP TARTS: Shields says she is disturbed by reports that global warming doesn't exist, w... http://bit.ly/cMY7SJ",Y
1240,URUGUAY: Tools Needed for Those Most Vulnerable to Climate Change http://goo.gl/fb/zOgmE #cleantech,Y
4981,"I'm sick of hearing global warming crap, it's a natural thing! if we didn't exist it'd happen anyway!",N
450,EXCLUSIVE - Climate change could raise cost of U.S. allergies [link],Y
429,Interesting point re: why macro-probs like global warming are never solved: politicians need only solve immediate probs for re-election,Y
1246,Ethiopia: Climate Change Increasing Poverty And Vulnerability: Small-scale farmers and pastoralists i... http://tinyurl.com/yystbl4 #Africa,Y
2349,The Key to Fixing Global Warming? China: Energy secretary Steven Chu wants to change the way people think about gl... http://bit.ly/b4pCjD,Y
631,celebrate Earth Day by signing Declaration of Energy Independence to show the Senate we demand action on climate change [link],Y
2502,"RT @KeraCA: Finally, Obama seems ready to get tough on a #climate change bill. - http://nyti.ms/as6bXI",Y
1492,Cleaner Air Could Speed Global Warming http://bit.ly/d2xBrO,Y
1262,Africa: Time Bomb Awaiting Africa: THERE is no doubt that climate change as an environmental issue ha... http://tinyurl.com/y3z9q2k #Africa,Y
616,Can you feel the shift in consciousness? -- 3K Businesses Create New Ad for Climate Change Action - [link],Y
6084,It's 83_Á and climbing in NYC. August weather for the first day of May! Unbelievable! Chalk it up to global warming?,Y
158,"M Report: Cleaner Air Could Actually Intensify Global Warming: As much of the world marked Earth Day this past week, the Environmental...",Y
5799,RT @TreeHugger Global warming for dummies: EPA releases new Climate Change Indicators report http://bit.ly/bivncV,Y
2043,PODCAST: Recycling Water; Meat and Global Warming; Peanuts; Rare Grapes http://bit.ly/d7YCKu #KCRW's Good Food,Y
2173,E.P.A. Makes Its Case on Climate Change: The E.P.A. releases a glossy report to help Americans make sense of clima... http://bit.ly/cPdG4r,Y
150,RT @Newsweek: Global Warming Kills Forests In Colorado [link],Y
1430,RT @MotherJones: Yet another gift from global warming: increased allergy attacks http://bit.ly/9o8F9y #p2,Y
5856,"DK Matai: Are Global Warming, Volcanoes and Earthquakes Linked ...: DK Matai: Are Global Warming, Volcanoes and Ea... http://bit.ly/djOvCI",Y
252,"UW biologist links early blooms to global warming|Associated Press - April 21, 2010 6:15 AM ET STEVENS POINT, .. [link]",Y
4960,Australian drought linked to climate change; more snow in E Antarctica = less rain in Oz http://bit.ly/coZ3qJ #350ppm #climate,Y
148,"Person #1:""Snow, then 65 degrees on the same day? Weather doesn't even surprise me anymore."" Person #2:""That's why global warming will win.""",Y
2112,RT @gb_Joe: The tolerant left: deny climate change and you'd be guilty of a crime against peace http://bit.ly/aFfkez,N
1646,I truly  Fat ASS Gore should get the Scam Artist Award of the decade with his Global Warming and Energy Credits worth close to Billion.,N
396,DC: *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr*: Get Involved! Call now 202-595-3368 Greenpeac... [link],Y
4643,"Vry Inrstg RT @Atlantic_Wire: DC: ""OK already, we believe in Climate Change!"" http://bit.ly/bxOguT Snow conts. 2 pile up. What's the reason?",Y
5001,"Despite the sceptics, climate change must remain a priority: http://bit.ly/bGwsVu (via @EcoSteward)",Y
2965,Is climate change hiding the decline of maple syrup? http://retwt.me/1LUqS (via @digg_sciences),Y
4650,"@Michelinah42 Assuming that site is legit, it explains connection b/t what we call global warming & climate change....",Y
2404,Extreme allergies: @NWF's new report on how #climate change is making spring even more sniffly: http://bit.ly/9xcq7d,Y
255,Global warming evidence all around us|A message to global warming deniers and doubters: Just look around our .. [link],Y
93,"Plants effective way of tackling global warming|Washington, Apr 30 : Plant leaves account for less than one per .. [link]",Y
4454,Enlisting a drug discovery technique in the battle against global warming :) acs http://bit.ly/cldU6W,Y
4477,@wilshipley I think given the scale and implications of climate change people look for plausible deniability instead of nutting up. Sad.,Y
2408,@GT1802 am V well thanx..hope u r 2. Enjoying the weather b4 it breaks and gets cold again :( ..so much 4 global warming eh ?!,N
5032,PAPER: The great global warming collapse... http://bit.ly/dx5ri6 #breaking,N
103,"So far in that class I have gotten into ""heated discussion"" with global climate change denier and w/ student that nothing is ""their fault.""",Y
4447,"@1HotItalian First it was global cooling, then it was global warming, now it's climate change (AKA ""weather""). Simple! :) #tcot",N
2459,Global Warming Evidence http://bit.ly/asUTe0,Y
2525,"The benefits of the eco car:Lower greenhouse gas emissions impacting climate change, Lower levels of pollutants being pumped into the air",Y
404,Save the Whales and They'll Save Us from Global Warming [link],Y
1588,SCIENCE: Scientists explore the evolution of climate change http://bit.ly/dmnjXj,Y
95,"Plants effective way of tackling global warming|Washington, Apr 30 : Plant leaves account for less than one per .. [link]",Y
4103,good luck What can our families do to help stop global warming? ;),Y
5162,Federal agency denies endangered species protections for tiny pika|Climate change might be hurting some .. http://oohja.com/x6oUC,Y
4653,RT @change The Geological Society of America rejects global warming theory & member speaks out http://bit.ly/cGFw4o (via @rebeccawalker),N
4817,Rachel Harris- @WEDO_worldwide- Gender & Climate Change & Renata Sivacolundhu- UNDPI @UNinfo - the UN & Human Rights with AU.,Y
5945,The global warming/climate change folks should switch their message to fighting pollution. http://bit.ly/bYTSEM,N
2917,Only two of 10 climate reduction proposals from developed world to #Copenhagen would keep global warming below 2_ÁC... http://bit.ly/bY5fPN,Y
1498,RT @panteraonca07: Slideshow of Alaska Before the Effects of Global Warming http://bit.ly/d1szFE,Y
337,How do we solve this global warming thing? [link],Y
4636,@newsbusters That's not what I said.  I said that snowstorms don't refute global warming.,Y
98,US Generals say: Climate Change Threatens America's Security: The Pentagon has made it well known that it consider... [link],Y
412,Got Allergies? -- By: Jonah Goldberg: Blame global warming. From Time magazine: Allergies Worse Than Ever? Blame ... [link],Y
