Respondent|Hobby|OpenSource|Country|Student|Employment|FormalEducation|UndergradMajor|CompanySize|DevType|YearsCoding|YearsCodingProf|JobSatisfaction|CareerSatisfaction|HopeFiveYears|JobSearchStatus|LastNewJob|AssessJob1|AssessJob2|AssessJob3|AssessJob4|AssessJob5|AssessJob6|AssessJob7|AssessJob8|AssessJob9|AssessJob10|AssessBenefits1|AssessBenefits2|AssessBenefits3|AssessBenefits4|AssessBenefits5|AssessBenefits6|AssessBenefits7|AssessBenefits8|AssessBenefits9|AssessBenefits10|AssessBenefits11|JobContactPriorities1|JobContactPriorities2|JobContactPriorities3|JobContactPriorities4|JobContactPriorities5|JobEmailPriorities1|JobEmailPriorities2|JobEmailPriorities3|JobEmailPriorities4|JobEmailPriorities5|JobEmailPriorities6|JobEmailPriorities7|UpdateCV|Currency|Salary|SalaryType|ConvertedSalary|CurrencySymbol|CommunicationTools|TimeFullyProductive|EducationTypes|SelfTaughtTypes|TimeAfterBootcamp|HackathonReasons|AgreeDisagree1|AgreeDisagree2|AgreeDisagree3|LanguageWorkedWith|LanguageDesireNextYear|DatabaseWorkedWith|DatabaseDesireNextYear|PlatformWorkedWith|PlatformDesireNextYear|FrameworkWorkedWith|FrameworkDesireNextYear|IDE|OperatingSystem|NumberMonitors|Methodology|VersionControl|CheckInCode|AdBlocker|AdBlockerDisable|AdBlockerReasons|AdsAgreeDisagree1|AdsAgreeDisagree2|AdsAgreeDisagree3|AdsActions|AdsPriorities1|AdsPriorities2|AdsPriorities3|AdsPriorities4|AdsPriorities5|AdsPriorities6|AdsPriorities7|AIDangerous|AIInteresting|AIResponsible|AIFuture|EthicsChoice|EthicsReport|EthicsResponsible|EthicalImplications|StackOverflowRecommend|StackOverflowVisit|StackOverflowHasAccount|StackOverflowParticipate|StackOverflowJobs|StackOverflowDevStory|StackOverflowJobsRecommend|StackOverflowConsiderMember|HypotheticalTools1|HypotheticalTools2|HypotheticalTools3|HypotheticalTools4|HypotheticalTools5|WakeTime|HoursComputer|HoursOutside|SkipMeals|ErgonomicDevices|Exercise|Gender|SexualOrientation|EducationParents|RaceEthnicity|Age|Dependents|MilitaryUS|SurveyTooLong|SurveyEasy
98073|Yes|No|United Kingdom|No|Employed full-time|Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)||20 to 99 employees|Desktop or enterprise applications developer|3-5 years|0-2 years|Extremely satisfied|Extremely satisfied|Doing the same work|I am not interested in new job opportunities|Less than a year ago|8.0|4.0|6.0|7.0|9.0|10.0|3.0|2.0|1.0|5.0|11.0|10.0|5.0|1.0|7.0|6.0|8.0|9.0|3.0|4.0|2.0|||||||||||||My job status or other personal status changed|British pounds sterling (£)|18000|Yearly|25003.0|GBP||One to three months|Participated in a full-time developer training program or bootcamp;Received on-the-job training in software development||I already had a full-time job as a developer when I began the program||Agree|Disagree|Strongly agree|C++;Python|C++;Python|PostgreSQL|PostgreSQL|Amazon Echo;iOS;Linux;Mac OS;Windows Desktop or Server|Amazon Echo;iOS;Linux;Mac OS;Windows Desktop or Server||||Windows|3|||A few times per week|Yes|Yes|The website I was visiting forced me to disable it to access their content|Somewhat agree|Somewhat agree|Neither agree nor disagree|||||||||Algorithms making important decisions|"Evolving definitions of ""fairness"" in algorithmic versus human decisions"|A governmental or other regulatory body|I'm excited about the possibilities more than worried about the dangers.|Depends on what it is|Depends on what it is|Upper management at the company/organization|Yes||Daily or almost daily|No||No, I didn't know that Stack Overflow had a jobs board|||I'm not sure|A little bit interested|A little bit interested|Very interested|Very interested|Very interested|Between 6:01 - 7:00 AM|9 - 12 hours|Less than 30 minutes|Never|Wrist/hand supports or braces|1 - 2 times per week|Male|Straight or heterosexual|Bachelor’s degree (BA, BS, B.Eng., etc.)|White or of European descent|18 - 24 years old|No||The survey was an appropriate length|Somewhat easy
44989|No|No|Indonesia|Yes, full-time|Independent contractor, freelancer, or self-employed|Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)|||Full-stack developer;Student|3-5 years|0-2 years|Slightly satisfied|Slightly dissatisfied|Working in a different or more specialized technical role than the one I'm in now|I am actively looking for a job|Less than a year ago|2.0|10.0|8.0|3.0|6.0|7.0|1.0|5.0|9.0|4.0|1.0|3.0|8.0|10.0|6.0|9.0|7.0|4.0|11.0|2.0|5.0|3.0|1.0|2.0|4.0|5.0|7.0|3.0|4.0|2.0|1.0|5.0|6.0|My job status or other personal status changed||10000000|Monthly|8952.0|IDR|Google Hangouts/Chat||Taken an online course in programming or software development (e.g. a MOOC);Participated in a full-time developer training program or bootcamp;Taken a part-time in-person course in programming or software development;Taught yourself a new language, framework, or tool without taking a formal course;Participated in online coding competitions (e.g. HackerRank, CodeChef, TopCoder)|A college/university computer science or software engineering book;Questions & answers on Stack Overflow;Internal Wikis, chat rooms, or documentation set up by my company for employees;Pre-scheduled tutoring or mentoring sessions with a friend or colleague;Tapping your network of friends, family, and peers versed in the technology|I already had a full-time job as a developer when I began the program|To improve my general technical skills or programming ability;To improve my knowledge of a specific programming language, framework, or other technology;To improve my ability to work on a team with other programmers|Agree|Strongly agree|Agree|Assembly;C#;Java;JavaScript;PHP;SQL;HTML;CSS|C++;JavaScript;PHP;Python;R;Ruby;SQL;Bash/Shell|MySQL;Oracle|MongoDB|Android;Arduino;Firebase|Arduino;Linux;Raspberry Pi;Firebase||Hadoop;Node.js;React;Spark;TensorFlow|Sublime Text;Visual Studio|Windows|1||Git;Zip file back-ups|Weekly or a few times per month|No|||Somewhat agree|Somewhat agree|Neither agree nor disagree|Saw an online advertisement and then researched it (without clicking on the ad)|4.0|2.0|6.0|1.0|7.0|5.0|3.0|"Artificial intelligence surpassing human intelligence (""the singularity"")"|"Evolving definitions of ""fairness"" in algorithmic versus human decisions"|Nobody|I'm excited about the possibilities more than worried about the dangers.|Depends on what it is|Depends on what it is|Upper management at the company/organization|Unsure / I don't know|10 (Very Likely)|Daily or almost daily|Yes|I have never participated in Q&A on Stack Overflow|Yes|No, and I don't know what that is|3|No|Extremely interested|Very interested|Extremely interested|Somewhat interested|Extremely interested|Between 8:01 - 9:00 AM|1 - 4 hours|Over 4 hours|1 - 2 times per week||I don't typically exercise|Female|Straight or heterosexual|Master’s degree (MA, MS, M.Eng., MBA, etc.)||18 - 24 years old|No||The survey was an appropriate length|Somewhat easy
66836|Yes|Yes|Germany|No|Employed full-time|Other doctoral degree (Ph.D, Ed.D., etc.)|Mathematics or statistics|10,000 or more employees|Back-end developer;Data scientist or machine learning specialist;Game or graphics developer|9-11 years|6-8 years|Slightly dissatisfied|Slightly dissatisfied|Working in a different or more specialized technical role than the one I'm in now|I’m not actively looking, but I am open to new opportunities|Between 1 and 2 years ago|7.0|8.0|2.0|10.0|1.0|6.0|4.0|3.0|9.0|5.0|1.0|7.0|11.0|8.0|10.0|2.0|5.0|4.0|9.0|6.0|3.0|4.0|1.0|5.0|2.0|3.0|3.0|1.0|6.0|4.0|2.0|5.0|7.0|A recruiter contacted me|Euros (€)|79000|Yearly|96686.0|EUR|Facebook;Office / productivity suite (Microsoft Office, Google Suite, etc.)|Six to nine months|Taken an online course in programming or software development (e.g. a MOOC);Participated in a full-time developer training program or bootcamp;Taught yourself a new language, framework, or tool without taking a formal course;Contributed to open source software|A book or e-book from O’Reilly, Apress, or a similar publisher;A college/university computer science or software engineering book;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.)|I already had a full-time job as a developer when I began the program||Neither Agree nor Disagree|Disagree|Neither Agree nor Disagree|C;C++;C#;Java;Matlab;PHP;Python;Delphi/Object Pascal;HTML;CSS;Bash/Shell|C++;Python;Rust|||WordPress|WordPress|TensorFlow|TensorFlow|IPython / Jupyter;Notepad++;PyCharm;Visual Studio;Visual Studio Code|Windows|2|Formal standard such as ISO 9001 or IEEE 12207 (aka “waterfall” methodologies)|Git|Multiple times per day|Yes|Yes|The website I was visiting asked me to disable it;I wanted to support the website I was visiting by viewing their ads|Somewhat agree|Neither agree nor disagree|Neither agree nor disagree|Clicked on an online advertisement;Saw an online advertisement and then researched it (without clicking on the ad);Stopped going to a website because of their advertising|1.0|3.0|2.0|5.0|4.0|7.0|6.0|||A governmental or other regulatory body|I'm excited about the possibilities more than worried about the dangers.|No|Depends on what it is||Yes|8|Daily or almost daily|No||Yes||5|No|A little bit interested|Not at all interested|Not at all interested|Very interested|Very interested|Between 7:01 - 8:00 AM|5 - 8 hours|30 - 59 minutes|Never||1 - 2 times per week|Male|Straight or heterosexual|Master’s degree (MA, MS, M.Eng., MBA, etc.)|Middle Eastern;White or of European descent|35 - 44 years old|Yes||The survey was too long|Neither easy nor difficult
91295|Yes|Yes|India|No|Employed full-time|Bachelor’s degree (BA, BS, B.Eng., etc.)|Web development or web design|100 to 499 employees|Back-end developer;Database administrator;Designer;Front-end developer;Full-stack developer|3-5 years|3-5 years||||||||||||||||||||||||||||||||||||||||||||||||||||||PHP;SQL;HTML;CSS|PHP;SQL;HTML;CSS|MySQL|MySQL|WordPress|WordPress|||NetBeans;Notepad++;PHPStorm|Windows|1||Git;Team Foundation Version Control;Copying and pasting files to network shares;Zip file back-ups|Less than once per month|No|||Neither agree nor disagree|Neither agree nor disagree|Neither agree nor disagree|Clicked on an online advertisement;Saw an online advertisement and then researched it (without clicking on the ad);Stopped going to a website because of their advertising||||||||||||||||10 (Very Likely)|Multiple times per day|Yes|Daily or almost daily|No, I knew that Stack Overflow had a jobs board but have never used or visited it|Yes||Yes|Very interested|Very interested|Very interested|Very interested|Somewhat interested|Between 10:01 - 11:00 AM|9 - 12 hours|1 - 2 hours|Never|Standing desk;Fatigue-relieving floor mat;Ergonomic keyboard or mouse;Wrist/hand supports or braces|Daily or almost every day|||||||||
61239|Yes|No|Azerbaijan|No|Employed full-time|Master’s degree (MA, MS, M.Eng., MBA, etc.)|Computer science, computer engineering, or software engineering|500 to 999 employees|Engineering manager|12-14 years||||||||||||||||||||||||||||||||||||||||||||||||Taken an online course in programming or software development (e.g. a MOOC)||||Neither Agree nor Disagree|Agree|Strongly disagree|Java;JavaScript;PHP;HTML;CSS|Java;JavaScript;PHP;HTML;CSS|MySQL|MySQL|Arduino;Linux;Mac OS|Linux;Mac OS||Spring|IntelliJ;NetBeans|MacOS|2|Agile;Scrum|Git;Subversion|A few times per week|No|||Somewhat agree|Neither agree nor disagree|Neither agree nor disagree|Clicked on an online advertisement;Saw an online advertisement and then researched it (without clicking on the ad)|6.0|4.0|1.0|7.0|2.0|3.0|5.0|Increasing automation of jobs||Prominent industry leaders|I'm excited about the possibilities more than worried about the dangers.|Depends on what it is|Depends on what it is|The developer who wrote it|Yes|10 (Very Likely)|A few times per week|I'm not sure / I can't remember||No, I didn't know that Stack Overflow had a jobs board|||No|Somewhat interested|Not at all interested|A little bit interested|A little bit interested|Somewhat interested|Between 7:01 - 8:00 AM|9 - 12 hours|30 - 59 minutes|Never|Standing desk;Ergonomic keyboard or mouse|3 - 4 times per week|Male|Straight or heterosexual|Bachelor’s degree (BA, BS, B.Eng., etc.)|White or of European descent|25 - 34 years old|Yes||The survey was too long|Neither easy nor difficult
40999|No|No|Poland|No|Employed full-time|Some college/university study without earning a degree|Computer science, computer engineering, or software engineering|10 to 19 employees|Back-end developer|6-8 years|3-5 years|Moderately satisfied|Moderately dissatisfied|Working in a different or more specialized technical role than the one I'm in now|I am not interested in new job opportunities|Less than a year ago|8.0|7.0|10.0|1.0|5.0|3.0|4.0|2.0|6.0|9.0|1.0|11.0|2.0|6.0|5.0|10.0|4.0|8.0|9.0|7.0|3.0|||||||||||||A recruiter contacted me|Polish złoty (zł)|12000|Monthly|42348.0|PLN|Confluence;Jira;Slack|Less than a month|Taken an online course in programming or software development (e.g. a MOOC);Taught yourself a new language, framework, or tool without taking a formal course;Participated in online coding competitions (e.g. HackerRank, CodeChef, TopCoder);Participated in a hackathon|The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;A college/university computer science or software engineering book;Questions & answers on Stack Overflow;The technology’s online help system||To improve my general technical skills or programming ability;To improve my knowledge of a specific programming language, framework, or other technology|Strongly agree|Agree|Agree|Java;Matlab;R;Scala;SQL|Erlang;Java;Kotlin|Oracle;IBM Db2|MongoDB;Redis;Neo4j|Arduino;Linux|Android;Arduino;Google Cloud Platform/App Engine;Heroku;Linux||React;Spring|IntelliJ;Vim|Linux-based|2||Git;Subversion;Copying and pasting files to network shares|Multiple times per day|Yes|Yes|The website I was visiting forced me to disable it to access their content;The ad-blocking software was causing display issues on a website;I wanted to support the website I was visiting by viewing their ads|Somewhat disagree|Neither agree nor disagree|Somewhat agree|Stopped going to a website because of their advertising|7.0|1.0|2.0|4.0|6.0|3.0|5.0|"Artificial intelligence surpassing human intelligence (""the singularity"")"|Increasing automation of jobs|Prominent industry leaders|I'm worried about the dangers more than I'm excited about the possibilities.|No|Yes, and publicly|The person who came up with the idea|Yes|10 (Very Likely)|Daily or almost daily|Yes|Less than once per month or monthly|Yes|No, and I don't know what that is|7|I'm not sure|Extremely interested|Extremely interested|Extremely interested|Extremely interested|Extremely interested|Between 6:01 - 7:00 AM|9 - 12 hours|1 - 2 hours|Never||1 - 2 times per week|Male|Straight or heterosexual|Master’s degree (MA, MS, M.Eng., MBA, etc.)|White or of European descent|25 - 34 years old|No||The survey was an appropriate length|Somewhat easy
82660|No|No|United States|No|Employed full-time|Bachelor’s degree (BA, BS, B.Eng., etc.)|Computer science, computer engineering, or software engineering|10 to 19 employees|Back-end developer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer|12-14 years|3-5 years|Moderately satisfied|Slightly satisfied|Working as a product manager or project manager|I’m not actively looking, but I am open to new opportunities|Between 1 and 2 years ago|10.0|9.0|7.0|4.0|1.0|6.0|5.0|3.0|8.0|2.0|1.0|2.0|3.0|9.0|8.0|5.0|7.0|4.0|11.0|10.0|6.0|2.0|1.0|5.0|3.0|4.0|1.0|3.0|5.0|2.0|6.0|4.0|7.0|A friend told me about a job opportunity|U.S. dollars ($)|72000|Yearly|72000.0|USD|Google Hangouts/Chat;Slack|Less than a month|Taken an online course in programming or software development (e.g. a MOOC)||||Neither Agree nor Disagree|Neither Agree nor Disagree|Agree|C#;JavaScript;SQL;Swift|C#|MySQL|MySQL|||||Notepad++;Visual Studio|Windows|2|Agile;Scrum|Git|A few times per week|Yes|I'm not sure/I can't remember||Neither agree nor disagree|Strongly agree|Somewhat agree|Clicked on an online advertisement|1.0|4.0|2.0|3.0|5.0|7.0|6.0|"Evolving definitions of ""fairness"" in algorithmic versus human decisions"|"Artificial intelligence surpassing human intelligence (""the singularity"")"|Prominent industry leaders|I'm excited about the possibilities more than worried about the dangers.|No|Yes, but only within the company|Upper management at the company/organization|Yes|10 (Very Likely)|A few times per week|Yes|Less than once per month or monthly|No, I didn't know that Stack Overflow had a jobs board|No, and I don't know what that is||I'm not sure|Somewhat interested|Not at all interested|Somewhat interested|Very interested|Very interested|Between 7:01 - 8:00 AM|9 - 12 hours|30 - 59 minutes|Never||I don't typically exercise|Male|Straight or heterosexual|Master’s degree (MA, MS, M.Eng., MBA, etc.)|White or of European descent|25 - 34 years old|No|No|The survey was too long|Very easy
19353|No|No|United States|No|Employed full-time|Bachelor’s degree (BA, BS, B.Eng., etc.)|Computer science, computer engineering, or software engineering|100 to 499 employees|Back-end developer;Full-stack developer|6-8 years|3-5 years|Slightly satisfied|Slightly satisfied|Doing the same work|I’m not actively looking, but I am open to new opportunities|Less than a year ago||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
59021|Yes|No|United States|No|Employed full-time|Bachelor’s degree (BA, BS, B.Eng., etc.)|Information systems, information technology, or system administration|100 to 499 employees|Database administrator|18-20 years|18-20 years|Extremely satisfied|Extremely satisfied|Doing the same work|I’m not actively looking, but I am open to new opportunities|Between 2 and 4 years ago|8.0|6.0|4.0|5.0|2.0|3.0|1.0|7.0|10.0|9.0|1.0|6.0|2.0|5.0|10.0|3.0|7.0|4.0|11.0|8.0|9.0|2.0|1.0|4.0|3.0|5.0|4.0|5.0|1.0|3.0|2.0|7.0|6.0|I had a negative experience or interaction at work|U.S. dollars ($)|99000|Yearly|99000.0|USD|Office / productivity suite (Microsoft Office, Google Suite, etc.)|Six to nine months|Taken an online course in programming or software development (e.g. a MOOC);Completed an industry certification program (e.g. MCPD);Received on-the-job training in software development||||Agree|Disagree|Disagree||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
6150|Yes|No|Germany|Yes, full-time|Not employed, but looking for work|Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)|||Back-end developer;Front-end developer;Mobile developer;Student|6-8 years|0-2 years||Slightly satisfied|Working as a founder or co-founder of my own company|I am actively looking for a job|Less than a year ago|6.0|4.0|10.0|7.0|8.0|1.0|5.0|2.0|9.0|3.0|9.0|11.0|2.0|10.0|6.0|7.0|5.0|8.0|1.0|3.0|4.0|2.0|1.0|3.0|4.0|5.0|4.0|5.0|1.0|2.0|7.0|6.0|3.0|My job status or other personal status changed|Euros (€)|||||||Taught yourself a new language, framework, or tool without taking a formal course|The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;A college/university computer science or software engineering book;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.);Tapping your network of friends, family, and peers versed in the technology|||Neither Agree nor Disagree|Disagree|Strongly agree|C;C++;C#;JavaScript;PHP;SQL;HTML;CSS|Assembly;Go;Haskell;TypeScript|SQL Server;MySQL;SQLite;Oracle;MariaDB;Microsoft Azure (Tables, CosmosDB, SQL, etc)|Amazon DynamoDB;Amazon Redshift;Amazon RDS/Aurora;Google BigQuery;Google Cloud Storage|Windows Desktop or Server|Android;AWS;Azure;Linux|Angular;.NET Core|Angular;Django;Node.js;React|Atom;Notepad++;Sublime Text;Vim;Visual Studio;Visual Studio Code|Windows|2|Agile;Kanban;Scrum|Git|A few times per week|Yes|Yes|The website I was visiting asked me to disable it;I wanted to support the website I was visiting by viewing their ads|Somewhat agree|Somewhat agree|Neither agree nor disagree|Stopped going to a website because of their advertising|1.0|4.0|2.0|5.0|6.0|7.0|3.0|"Evolving definitions of ""fairness"" in algorithmic versus human decisions"|Increasing automation of jobs|Nobody|I'm excited about the possibilities more than worried about the dangers.|No|Yes, but only within the company|The developer who wrote it|Yes|10 (Very Likely)|A few times per week|Yes|Less than once per month or monthly|Yes|No, and I don't know what that is|10 (Very Likely)|No|A little bit interested|Very interested|Extremely interested|Very interested|Very interested|Between 5:00 - 6:00 AM|5 - 8 hours|1 - 2 hours|3 - 4 times per week||1 - 2 times per week|Non-binary, genderqueer, or gender non-conforming|Bisexual or Queer|Associate degree|White or of European descent|18 - 24 years old|No||The survey was an appropriate length|Somewhat easy
13800|Yes|No|India|No|Employed full-time|Bachelor’s degree (BA, BS, B.Eng., etc.)|Computer science, computer engineering, or software engineering||Embedded applications or devices developer|6-8 years|6-8 years|Moderately satisfied|Moderately satisfied|Working in a different or more specialized technical role than the one I'm in now|I’m not actively looking, but I am open to new opportunities|Between 1 and 2 years ago|4.0|8.0|7.0|2.0|6.0|3.0|9.0|1.0|10.0|5.0|1.0|4.0|3.0|11.0|7.0|9.0|10.0|6.0|2.0|8.0|5.0|2.0|1.0|5.0|4.0|3.0|6.0|3.0|5.0|2.0|4.0|7.0|1.0|I saw an employer’s advertisement|Indian rupees (₹)|||||Confluence|One to three months|Participated in a full-time developer training program or bootcamp;Completed an industry certification program (e.g. MCPD);Taught yourself a new language, framework, or tool without taking a formal course|Questions & answers on Stack Overflow;The technology’s online help system|One to three months||Agree|Disagree|Strongly disagree|C;C++;Lua|Python||SQL Server;Amazon DynamoDB;Apache HBase;Amazon Redshift;Google BigQuery;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage|Linux|Amazon Echo;Android;Apple Watch or Apple TV;Azure;Gaming console;Google Cloud Platform/App Engine;iOS|||Notepad++;Visual Studio|Linux-based|2|Agile;Kanban;Lean;Scrum|Git;Team Foundation Version Control|Multiple times per day|I'm not sure/I don't know|||Somewhat agree|Somewhat agree|Somewhat agree|Saw an online advertisement and then researched it (without clicking on the ad)|1.0|6.0|4.0|7.0|2.0|5.0|3.0|"Artificial intelligence surpassing human intelligence (""the singularity"")"|Algorithms making important decisions|The developers or the people creating the AI|I'm excited about the possibilities more than worried about the dangers.|No|Depends on what it is|The person who came up with the idea|Unsure / I don't know|8|Daily or almost daily|Yes|I have never participated in Q&A on Stack Overflow|No, I didn't know that Stack Overflow had a jobs board|No, and I don't know what that is||I'm not sure|Somewhat interested|Somewhat interested|Very interested|Somewhat interested|Very interested|Between 8:01 - 9:00 AM|5 - 8 hours|3 - 4 hours|Never||Daily or almost every day|Male||Bachelor’s degree (BA, BS, B.Eng., etc.)||25 - 34 years old|Yes||The survey was too long|Somewhat difficult
64610|Yes|No|France|No|Employed full-time|Bachelor’s degree (BA, BS, B.Eng., etc.)|Web development or web design|20 to 99 employees|Full-stack developer|6-8 years|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||10 (Very Likely)|Multiple times per day|Yes|I have never participated in Q&A on Stack Overflow|Yes|No, and I don't know what that is||||||||||||||||||||||
19907|Yes|No|Australia|No|Employed full-time|Bachelor’s degree (BA, BS, B.Eng., etc.)|Information systems, information technology, or system administration|5,000 to 9,999 employees|Product manager|15-17 years||||||||||||||||||||||||||||||||||||||||||||||||Taken a part-time in-person course in programming or software development;Received on-the-job training in software development;Taught yourself a new language, framework, or tool without taking a formal course;Contributed to open source software|Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.);The technology’s online help system|||Disagree|Disagree|Agree|JavaScript;PHP;VBA;HTML;CSS;Bash/Shell|JavaScript;PHP;HTML;CSS|||Azure;WordPress|Azure;Drupal;Salesforce;WordPress|||Notepad++;Sublime Text;Visual Studio Code|Windows|2|Agile;Scrum|Git|Weekly or a few times per month|Yes|No||Strongly disagree|Neither agree nor disagree|Somewhat disagree|Saw an online advertisement and then researched it (without clicking on the ad);Stopped going to a website because of their advertising|1.0|7.0|6.0|4.0|3.0|2.0|5.0|"Evolving definitions of ""fairness"" in algorithmic versus human decisions"|Increasing automation of jobs|The developers or the people creating the AI|I'm excited about the possibilities more than worried about the dangers.|No|Depends on what it is|Upper management at the company/organization|Unsure / I don't know|8|A few times per month or weekly|I'm not sure / I can't remember||No, I didn't know that Stack Overflow had a jobs board|||No|Not at all interested|Not at all interested|Not at all interested|Not at all interested|Not at all interested|Between 6:01 - 7:00 AM|9 - 12 hours|1 - 2 hours|Never||1 - 2 times per week|Male|Straight or heterosexual|Master’s degree (MA, MS, M.Eng., MBA, etc.)|White or of European descent|25 - 34 years old|Yes||The survey was an appropriate length|Somewhat easy
100309|No|Yes|Japan|No|Employed full-time|Master’s degree (MA, MS, M.Eng., MBA, etc.)|Computer science, computer engineering, or software engineering|Fewer than 10 employees|Back-end developer|6-8 years|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||7|Less than once per month or monthly|Yes|Less than once per month or monthly|Yes|No, and I don't know what that is|5|I'm not sure||||||||||||||||||||
18155|No|No|Finland|No|Employed full-time|Master’s degree (MA, MS, M.Eng., MBA, etc.)|Another engineering discipline (ex. civil, electrical, mechanical)|Fewer than 10 employees|Desktop or enterprise applications developer|15-17 years|9-11 years|Slightly dissatisfied|Slightly satisfied|Working in a different or more specialized technical role than the one I'm in now|I am actively looking for a job|More than 4 years ago|4.0|7.0|8.0|6.0|1.0|3.0|2.0|9.0|10.0|5.0|1.0|7.0|6.0|4.0|3.0|8.0|11.0|2.0|5.0|9.0|10.0|1.0|2.0|3.0|4.0|5.0|1.0|5.0|6.0|2.0|3.0|4.0|7.0|A recruiter contacted me|Euros (€)|3436|Monthly|50460.0|EUR|Office / productivity suite (Microsoft Office, Google Suite, etc.)|One to three months|Taught yourself a new language, framework, or tool without taking a formal course|The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher|||Neither Agree nor Disagree|Neither Agree nor Disagree|Agree|Python;VBA;VB.NET;Visual Basic 6|C;C++;C#;Python;VB.NET||MySQL|Windows Desktop or Server|Arduino;Linux;Windows Desktop or Server|.NET Core|.NET Core|Notepad++;Visual Studio;Visual Studio Code|Windows|2||Team Foundation Version Control|Multiple times per day|Yes|No||Somewhat agree|Somewhat agree|Somewhat disagree|Clicked on an online advertisement;Saw an online advertisement and then researched it (without clicking on the ad);Stopped going to a website because of their advertising|4.0|3.0|1.0|5.0|6.0|7.0|2.0|"Evolving definitions of ""fairness"" in algorithmic versus human decisions"|"Artificial intelligence surpassing human intelligence (""the singularity"")"|A governmental or other regulatory body|I'm excited about the possibilities more than worried about the dangers.|No|Yes, and publicly|Upper management at the company/organization|Yes|8|A few times per week|Yes|Less than once per month or monthly|Yes|Yes|9|No|Very interested|Not at all interested|A little bit interested|Somewhat interested|Very interested|Between 6:01 - 7:00 AM|5 - 8 hours|1 - 2 hours|Never|Standing desk|1 - 2 times per week|Male|Straight or heterosexual|Bachelor’s degree (BA, BS, B.Eng., etc.)|White or of European descent|35 - 44 years old|Yes||The survey was too long|Neither easy nor difficult
19484|Yes|Yes|Spain|No|Employed full-time|Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)||10 to 19 employees|Back-end developer|12-14 years|||||||||||||||||||||||||||||||||||||||||||||||||||||||JavaScript;PHP;SQL;HTML;CSS;Bash/Shell||MySQL||||Node.js||PHPStorm;Sublime Text|MacOS|2|Scrum|Git|Multiple times per day|Yes|Yes|The website I was visiting forced me to disable it to access their content;I wanted to support the website I was visiting by viewing their ads|Somewhat agree|Neither agree nor disagree|Neither agree nor disagree|||||||||||||||||7|A few times per month or weekly|Yes|Less than once per month or monthly|Yes|Yes|7|Yes|Not at all interested|Not at all interested|A little bit interested|Somewhat interested|A little bit interested|Between 7:01 - 8:00 AM|5 - 8 hours|1 - 2 hours|Never||1 - 2 times per week|||||||||
48852|Yes|No|United States|No|Employed full-time|Associate degree|Another engineering discipline (ex. civil, electrical, mechanical)|10,000 or more employees|Back-end developer;Data or business analyst;Front-end developer;Full-stack developer;Mobile developer;QA or test developer|0-2 years|||||||||||||||||||||||||||||||||||||||||||||||||||||||JavaScript;SQL;HTML|Java;Python;Rust;TypeScript;Kotlin;HTML;CSS|MySQL;Oracle|MongoDB;SQL Server;MySQL;PostgreSQL;SQLite;Oracle;Amazon DynamoDB;Microsoft Azure (Tables, CosmosDB, SQL, etc)|Linux;SharePoint|AWS;Azure;Heroku;Linux;Serverless;Firebase|||||||||||||||||||||||||||||||8|A few times per month or weekly|I'm not sure / I can't remember||Yes||8|Yes|Very interested|Somewhat interested|Somewhat interested|Not at all interested|Not at all interested|Between 7:01 - 8:00 AM|5 - 8 hours|Less than 30 minutes|1 - 2 times per week|Standing desk;Fatigue-relieving floor mat|3 - 4 times per week|||||||||
